"fish_id","mark_no","dist_btw_markers","dist_to_center","x_position","y_position","fish_length","fishery_dredge","hatch_year","meta_id","latPosStartDec","lonPosStartDec","day","month","year","rdate","station"
"SK08-L151-st17#13a(1)",6,2.15284796994936,37.9836956171575,574,455.065,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",8,1.84529825995659,47.3641923189458,513,457.057,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",9,2.15284796994936,49.2094905789024,501,457.449,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",10,1.99914996395597,51.3623385488518,487,457.906,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",11,1.69160025396321,53.3614885128078,474,458.331,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",12,1.99914996395597,55.053088766771,463,458.69,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",13,2.6142493839415,57.0522387307269,450,459.115,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",14,2.30669967394874,59.6664881146685,433,459.67,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",15,2.30669967394874,61.9731877886172,418,460.159,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",16,2.30669967394874,64.2798874625659,403,460.649,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",17,2.46055137794812,66.5865871365147,388,461.139,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",18,2.92179909393427,69.0471385144628,372,461.662,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13a(1)",19,3.5368985139198,71.9689376083971,353,462.282,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",2,1.84652784400454,31.2361994560419,1173.349,545.034,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",3,1.53867073799979,33.0827273000464,1180.522,554.672,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",4,1.84652784400454,34.6213980380462,1186.5,562.703,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",5,1.84652784400454,36.4679258820507,1193.673,572.34,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",6,1.38481903400041,38.3144537260553,1200.847,581.977,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",7,2.46193466000206,39.6992727600557,1206.227,589.205,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",8,2.46193466000206,42.1612074200577,1215.791,602.055,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",9,2.1542312520033,44.6231420800598,1225.356,614.904,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",10,2.00037954800392,46.7773733320631,1233.725,626.148,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",11,2.76979176600681,48.777752880067,1241.496,636.588,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",12,2.46193466000206,51.5475446460738,1252.256,651.044,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",13,2.46193466000206,54.0094793060759,1261.82,663.893,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",14,3.53905028600371,56.4714139660779,1271.385,676.743,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",15,2.61578636400144,60.0104642520816,1285.134,695.214,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",16,2.92364347000619,62.6262506160831,1295.296,708.867,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",17,3.07749517400557,65.5498940860893,1306.654,724.126,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",19,4.00075909600784,80.0139523361089,1362.845,799.617,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",20,4.00075909600784,84.0147114321167,1378.387,820.498,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",21,4.00075909600784,88.0154705281246,1393.929,841.378,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13b(1)",22,4.00075909600784,92.0162296241324,1409.471,862.259,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",2,1.38451163798842,31.3809829776876,521.403,558.523,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",3,1.69206134798119,32.765494615676,515.465,565.296,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",4,1.53820964398181,34.4575559636572,508.207,573.574,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",5,1.69206134798119,35.995765607639,501.609,581.1,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",6,1.53820964398181,37.6878269556202,494.351,589.378,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",7,1.99976475597995,39.226036599602,487.754,596.904,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",8,1.69206134798119,41.225801355582,479.176,606.687,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",9,1.69206134798119,42.9178627035632,471.919,614.965,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",10,2.15361645997933,44.6099240515444,464.661,623.243,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",11,2.46131986797808,46.7635405115237,455.424,633.779,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",12,3.23042468996899,49.2248603795018,444.867,645.82,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",13,2.30746816397871,52.4552850694708,431.012,661.624,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",14,2.92272128197023,54.7627532334495,421.115,672.913,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
"SK08-L151-st17#13c",15,3.84567780796051,57.6854745154197,408.579,687.211,6.5,"Dredge","2008","SK08-L151-17",54.852166,1.434,"07","12","2008",2008-12-07,17
