KorTobis_sample_id,sub_sample,sd_lgd
PK_07_19-04-09,1,24.0
PK_07_19-04-09,1,28.5
PK_07_19-04-09,1,21.0
PK_07_19-04-09,1,15.0
PK_07_19-04-09,1,21.5
PK_07_19-04-09,1,20.0
PK_07_19-04-09,1,26.5
PK_07_19-04-09,1,20.0
PK_07_19-04-09,2,25.5
PK_07_19-04-09,2,21.0
PK_07_19-04-09,2,35.0
PK_07_19-04-09,2,32.5
PK_07_19-04-09,2,27.5
PK_07_19-04-09,2,24.5
PK_07_19-04-09,2,25.5
PK_07_19-04-09,2,29.0
PK_07_19-04-09,2,22.0
PK_07_19-04-09,2,21.5
PK_07_19-04-09,2,33.0
PK_07_19-04-09,2,27.5
PK_07_19-04-09,2,30.5
PK_07_19-04-09,2,27.5
PK_07_19-04-09,2,32.0
PK_07_19-04-09,2,35.0
PK_07_19-04-09,2,20.0
PK_07_19-04-09,2,23.0
PK_07_19-04-09,2,18.0
PK_07_19-04-09,2,24.0
PK_07_19-04-09,2,24.0
PK_07_19-04-09,2,23.0
PK_07_19-04-09,2,20.5
PK_07_19-04-09,3,32.5
PK_07_19-04-09,3,21.0
PK_07_19-04-09,3,25.5
PK_07_19-04-09,3,27.0
PK_07_19-04-09,3,26.0
PK_07_19-04-09,3,37.0
PK_07_19-04-09,3,36.0
PK_07_19-04-09,3,30.5
PK_07_19-04-09,3,19.0
PK_07_19-04-09,3,32.0
PK_07_19-04-09,3,23.0
PK_07_19-04-09,3,30.5
PK_07_19-04-09,3,24.0
PK_07_19-04-09,3,25.0
PK_07_19-04-09,3,29.0
PK_07_19-04-09,3,25.0
PK_07_19-04-09,3,19.0
PK_07_19-04-09,3,29.0
PK_07_19-04-09,3,22.0
PK_07_19-04-09,3,30.5
PK_07_19-04-09,3,22.0
PK_07_19-04-09,3,23.0
PK_07_19-04-09,3,22.0
PK_07_19-04-09,3,31.0
PK_07_19-04-09,3,29.0
PK_06_26-04-09,1,45.5
PK_06_26-04-09,1,47.0
PK_06_26-04-09,1,46.0
PK_06_26-04-09,1,33.0
PK_06_26-04-09,1,41.0
PK_06_26-04-09,1,21.0
PK_06_26-04-09,1,39.0
PK_06_26-04-09,1,38.0
PK_06_26-04-09,1,50.0
PK_06_26-04-09,1,24.0
PK_06_26-04-09,1,47.5
PK_06_26-04-09,1,46.0
PK_06_26-04-09,1,38.0
PK_06_26-04-09,1,27.0
PK_06_26-04-09,2,14.0
PK_06_26-04-09,2,35.0
PK_06_26-04-09,2,34.0
PK_06_26-04-09,2,52.5
PK_06_26-04-09,2,42.0
PK_06_26-04-09,2,39.5
PK_06_26-04-09,2,28.5
PK_06_26-04-09,2,49.0
PK_06_26-04-09,2,49.0
PK_06_26-04-09,2,28.0
PK_06_26-04-09,2,28.0
PK_06_26-04-09,2,49.0
PK_06_26-04-09,2,31.0
PK_06_26-04-09,2,40.0
PK_06_26-04-09,2,40.5
PK_06_26-04-09,2,34.0
PK_06_26-04-09,2,28.0
PK_06_26-04-09,2,29.0
PK_06_26-04-09,3,35.0
PK_06_26-04-09,3,42.5
PK_06_26-04-09,3,42.0
PK_06_26-04-09,3,31.0
PK_06_26-04-09,3,54.0
PK_06_26-04-09,3,41.5
PK_06_26-04-09,3,45.0
PK_06_26-04-09,3,36.0
PK_06_26-04-09,3,33.0
PK_06_26-04-09,3,20.0
PK_06_26-04-09,3,44.0
PK_06_26-04-09,3,39.0
PK_06_26-04-09,3,21.5
PK_06_26-04-09,3,39.0
PK_06_26-04-09,3,38.5
