"pic_id","measured_radius","inc_std.error","inc_statistic","inc_p.value","slope_std.error","slope_statistic","slope_p.value","model_adj.r.squared","model_sigma","model_statistic","model_p.value","model_df","model_logLik","model_AIC","model_BIC","model_deviance","model_df.residual","n","radius","mean_increment","age","larvae_id","KorTobis_sample_id","right_left","year","sd_lgd","slope","intercept","r2","st_date","st_julian_day","hatch_date","hatch_julian","area","stlondec","stlatdec"
"PK_03_24-04-08_02_i1_vX40",1,0.424823385732838,2.76303872438964,0.0123797788737424,0.00571375974343112,5.29009461617014,0.0000417606693471786,0.574333149149679,0.553523969421927,27.9851010480323,0.0000417606693471785,2,-16.3263782082189,38.6527564164379,41.7863237296082,5.82138690976751,19,21,123.662995520123,3.3450059968445,42.9903765846497,"PK_03_24-04-08_02","PK_03_24-04-08","v",2008,33.5,0.0302263296568146,1.17380346580615,0.595616491692195,2008-04-24,114,2008-03-12,71,"FB",6.66567,57.0755
"PK_03_24-04-08_02_i2_hX40",2,0.316566042981587,3.16131345688193,0.00452578648973629,0.00518287487787391,4.83339479684587,0.0000789271733461685,0.492964387756875,0.473242721008142,23.3617052621768,0.0000789271733461678,2,-15.0548633961397,36.1097267922795,39.6438882833233,4.92709080571818,22,24,104.919652592699,2.56543813423516,45.1014228951643,"PK_03_24-04-08_02","PK_03_24-04-08","h",2008,33.5,0.0250508804674189,1.00076449166956,0.515009414376141,2008-04-24,114,2008-03-10,69,"FB",6.66567,57.0755
"PK_03_24-04-08_03_i1_hX40",1,0.526377471482219,0.97366133587101,0.34312873724687,0.00647746556398743,5.47914491173787,0.0000333124329030325,0.604340006660128,0.539756256312199,30.0210289638229,0.0000333124329030326,2,-14.9924131370191,35.9848262740383,38.9720230947003,5.24406269210688,18,20,126.506296335497,3.11233885818135,46.2206620771788,"PK_03_24-04-08_03","PK_03_24-04-08","h",2008,31,0.035490972485879,0.512513392055781,0.625164216835911,2008-04-24,114,2008-03-09,68,"FB",6.66567,57.0755
"PK_03_24-04-08_03_i2_hX40",2,0.166045928205576,7.55412463527072,7.89737574206078e-07,0.00548581388941729,6.86680973528528,2.73360113123115e-06,0.719421091879306,0.297732707312257,47.1530759406088,2.73360113123114e-06,2,-2.88356474145426,11.7671294829085,14.6004464204078,1.50696100505927,17,19,73.7560278697049,3.02022830728877,29.7986636771712,"PK_03_24-04-08_03","PK_03_24-04-08","h",2008,31,0.0376700402218138,1.25433163684413,0.735008808997122,2008-04-24,114,2008-03-25,84,"FB",6.66567,57.0755
"PK_03_24-04-08_04_i1_hX40",1,0.375048085393961,-1.06117343084727,0.329446636407941,0.00512823056507132,9.74643777788622,0.0000670425400594924,0.930688299397991,0.298048590553453,94.9930493582077,0.0000670425400594924,2,-0.516789974067504,7.03357994813501,7.27190457317452,0.532997773985399,6,8,109.700323790493,2.84334843867074,43.5474257641205,"PK_03_24-04-08_04","PK_03_24-04-08","h",2008,29,0.0499819801131219,-0.397991063510211,0.940589970912564,2008-04-24,114,2008-03-11,70,"FB",6.66567,57.0755
"PK_03_24-04-08_04_i1_hX40",2,0.427187965627715,0.680373210275319,0.507364544328912,0.00751802687225139,4.88286196906939,0.000241918883226389,0.603618602865006,0.34028390658189,23.8423410089842,0.00024191888322639,2,-4.38716554310831,14.7743310862166,17.092097252936,1.62110391910085,14,16,85.5789634742854,2.22852206736564,41.4271097579065,"PK_03_24-04-08_04","PK_03_24-04-08","h",2008,29,0.036709487496958,0.290647247565111,0.630044029340673,2008-04-24,114,2008-03-14,73,"FB",6.66567,57.0755
"PK_03_24-04-08_05_i1_hX40",1,0.280312584145049,2.02272485229678,0.0574053926008212,0.00518144946203496,6.77539338281495,1.80013931042194e-06,0.69186186616576,0.339627837097557,45.9059554918926,1.80013931042195e-06,2,-6.06883087174967,18.1376617434993,21.2712290566696,2.19159428689973,19,21,87.8338695043983,2.4598224655189,39.5767338721693,"PK_03_24-04-08_05","PK_03_24-04-08","h",2008,25,0.0351063583984618,0.566995230361723,0.707268772857472,2008-04-24,114,2008-03-15,74,"FB",6.66567,57.0755
"PK_03_24-04-08_05_i1_vX40",2,0.245002510806304,2.68682596426074,0.0145980364982423,0.00533843174081203,5.23301914882838,0.0000473690713051004,0.568821382890464,0.27646215618089,27.3844894120045,0.0000473690713051007,2,-1.74752485321451,9.49504970642903,12.6286170195993,1.45219515220355,19,21,73.8724634736992,1.96949509942327,39.3534387008501,"PK_03_24-04-08_05","PK_03_24-04-08","v",2008,25,0.0279361155243826,0.658279107343449,0.590380313745941,2008-04-24,114,2008-03-16,75,"FB",6.66567,57.0755
"PK_03_24-04-08_06_i1_hX40",1,0.452949777448922,2.57279716231226,0.0181631055523059,0.00624323401516263,4.62465357803785,0.000163690947766979,0.492599450841205,0.633130070647541,21.3874207168583,0.000163690947766978,2,-20.1124890606498,46.2249781212996,49.4981054813745,8.0170737271632,20,22,124.112547136215,3.24581388318577,44.0759448579437,"PK_03_24-04-08_06","PK_03_24-04-08","h",2008,31,0.0288727945267495,1.16534790209056,0.516761381753528,2008-04-24,114,2008-03-11,70,"FB",6.66567,57.0755
"PK_03_24-04-08_06_i1_hX40",2,0.495382535733936,0.307317465917187,0.765594030147769,0.00783312464921402,6.04158337536114,0.000192453095725863,0.780223304768692,0.301984439031334,36.5007296814401,0.000192453095725863,2,-1.33345735767737,8.66691471535474,9.86060053374985,0.820751412753625,9,11,99.5677627149859,2.98148054357424,38.6873325356667,"PK_03_24-04-08_06","PK_03_24-04-08","h",2008,31,0.047324475657823,0.152239705541384,0.802200974291823,2008-04-24,114,2008-03-16,75,"FB",6.66567,57.0755
