"pic_id","mark_no"
"PK_08_27-04-09_17_i2_vX40",2
"PK_08_27-04-09_17_i2_vX40",3
"PK_08_27-04-09_17_i2_vX40",4
"PK_08_27-04-09_17_i2_vX40",5
"PK_08_27-04-09_17_i2_vX40",6
"PK_09_21-04-08_01_i2_vX40",2
"PK_09_21-04-08_01_i2_vX40",3
"PK_09_21-04-08_01_i2_vX40",4
"PK_09_21-04-08_01_i2_vX40",5
"PK_09_21-04-08_01_i2_vX40",6
"PK_09_21-04-08_01_i2_vX40",7
"PK_09_21-04-08_01_i2_vX40",8
"PK_09_21-04-08_18_i2_vX40",2
